Enrollment Number,Year,Stream,pass/fail,midsem1.TOC,midsem1.DBMS,midsem1.OS,midsem1.Software Engineering,midsem1.Neural Networks and Deep Learning,midsem1.ESP,midsem1.SDP,midsem2.TOC,midsem2.DBMS,midsem2.OS,midsem2.Software Engineering,midsem2.Neural Networks and Deep Learning,midsem2.ESP,midsem2.SDP,midsem1lab.DBMS,midsem1lab.OS,midsem1lab.Software Engineering,midsem2lab.DBMS,midsem2lab.OS,midsem2lab.Software Engineering,internal_marks.TOC,internal_marks.DBMS,internal_marks.OS,internal_marks.Software Engineering,internal_marks.Neural Networks and Deep Learning,internal_marks.ESP,internal_marks.SDP,lab_final.DBMS,lab_final.OS,lab_final.Software Engineering,final_theory.TOC,final_theory.DBMS,final_theory.OS,final_theory.Software Engineering,final_theory.Neural Networks and Deep Learning,final_theory.ESP,final_theory.SDP
9098,3rd,CSE(AIML),Pass,2.0,12.0,11.0,9.0,4.0,6.0,9.0,25.0,6.0,5.0,8.0,8.0,18.0,30.0,3.0,6.0,18.0,19.0,16.0,2.0,24.0,21.0,18.0,5.0,2.0,15.0,47.0,100.0,34.0,82.0,27.0,82.0,82.0,66.0,30.0,66.0,24.0
9099,3rd,CSE(AIML),Pass,0.0,5.0,21.0,24.0,12.0,17.0,12.0,22.0,20.0,29.0,27.0,25.0,19.0,8.0,24.0,2.0,16.0,15.0,11.0,6.0,14.0,45.0,3.0,25.0,50.0,1.0,48.0,42.0,78.0,91.0,28.0,74.0,6.0,45.0,26.0,21.0,22.0
9100,3rd,CSE(AIML),Fail,8.0,19.0,25.0,15.0,11.0,5.0,26.0,5.0,16.0,8.0,0.0,27.0,18.0,7.0,2.0,30.0,9.0,20.0,19.0,4.0,49.0,10.0,34.0,7.0,25.0,7.0,46.0,29.0,8.0,88.0,3.0,44.0,,59.0,34.0,42.0,57.0
9101,3rd,CSEAI,Pass,19.0,16.0,14.0,26.0,3.0,21.0,9.0,10.0,6.0,20.0,26.0,23.0,15.0,13.0,20.0,16.0,22.0,12.0,24.0,29.0,21.0,20.0,50.0,19.0,43.0,9.0,30.0,17.0,99.0,52.0,56.0,81.0,72.0,61.0,80.0,90.0,66.0
9102,3rd,CSEIOT,Pass,24.0,1.0,6.0,26.0,22.0,3.0,30.0,7.0,,3.0,,19.0,36.0,9.0,4.0,27.0,24.0,5.0,8.0,28.0,15.0,1.0,49.0,28.0,11.0,44.0,4.0,12.0,86.0,51.0,13.0,39.0,42.0,70.0,14.0,90.0,77.0
9103,3rd,CSEIOT,Pass,14.0,27.0,0.0,28.0,13.0,25.0,25.0,5.0,15.0,27.0,1.0,24.0,51.0,8.0,14.0,28.0,23.0,0.0,13.0,27.0,33.0,38.0,31.0,17.0,1.0,8.0,9.0,68.0,56.0,73.0,68.0,97.0,92.0,95.0,51.0,47.0,96.0
9104,3rd,CSE(AIML),Pass,13.0,6.0,17.0,24.0,0.0,26.0,14.0,5.0,16.0,26.0,21.0,2.0,7.0,25.0,24.0,26.0,26.0,1.0,2.0,18.0,41.0,32.0,50.0,50.0,46.0,9.0,37.0,100.0,64.0,11.0,53.0,95.0,32.0,75.0,5.0,81.0,60.0
9105,3rd,CSE(AIML),Pass,26.0,0.0,14.0,24.0,1.0,30.0,29.0,28.0,14.0,7.0,0.0,15.0,11.0,20.0,2.0,28.0,8.0,7.0,22.0,18.0,32.0,34.0,40.0,12.0,44.0,12.0,46.0,91.0,68.0,54.0,88.0,96.0,12.0,95.0,0.0,5.0,15.0
9106,3rd,CSEIOT,Pass,29.0,6.0,17.0,26.0,29.0,8.0,29.0,24.0,29.0,26.0,28.0,7.0,2.0,4.0,21.0,14.0,0.0,14.0,19.0,11.0,39.0,7.0,50.0,19.0,23.0,30.0,26.0,6.0,56.0,11.0,69.0,38.0,9.0,27.0,37.0,20.0,86.0
9107,3rd,CSEIOT,Pass,11.0,16.0,19.0,23.0,10.0,23.0,17.0,26.0,28.0,30.0,24.0,27.0,11.0,10.0,20.0,12.0,7.0,30.0,3.0,17.0,48.0,33.0,20.0,23.0,43.0,18.0,19.0,,15.0,12.0,2.0,89.0,52.0,62.0,8.0,34.0,69.0
9108,3rd,CSEAI,Fail,1.0,29.0,14.0,8.0,20.0,0.0,6.0,25.0,7.0,19.0,21.0,18.0,13.0,27.0,24.0,23.0,10.0,18.0,27.0,4.0,1.0,40.0,41.0,17.0,30.0,6.0,16.0,14.0,31.0,29.0,58.0,30.0,24.0,43.0,72.0,36.0,2.0
9109,3rd,CSEIOTCSBT,Pass,28.0,3.0,0.0,3.0,4.0,30.0,14.0,22.0,,30.0,24.0,4.0,8.0,17.0,24.0,5.0,13.0,13.0,12.0,20.0,43.0,23.0,26.0,12.0,46.0,0.0,30.0,42.0,18.0,6.0,29.0,50.0,78.0,32.0,40.0,94.0,97.0
9110,3rd,CSEAI,Pass,14.0,8.0,4.0,11.0,20.0,0.0,5.0,20.0,28.0,8.0,21.0,10.0,18.0,18.0,24.0,12.0,22.0,28.0,11.0,23.0,11.0,45.0,12.0,25.0,19.0,33.0,32.0,8.0,94.0,94.0,14.0,15.0,46.0,36.0,92.0,45.0,45.0
9111,3rd,CSEIOTCSBT,Fail,26.0,19.0,9.0,50.0,11.0,21.0,25.0,10.0,6.0,8.0,10.0,6.0,28.0,3.0,24.0,17.0,17.0,18.0,0.0,,24.0,3.0,7.0,7.0,38.0,42.0,23.0,8.0,23.0,73.0,25.0,27.0,98.0,14.0,29.0,31.0,51.0
9112,3rd,CSE(AIML),Pass,19.0,1.0,30.0,20.0,26.0,28.0,26.0,17.0,8.0,16.0,17.0,25.0,16.0,18.0,2.0,26.0,9.0,28.0,6.0,3.0,17.0,35.0,14.0,26.0,43.0,23.0,10.0,43.0,55.0,87.0,58.0,60.0,59.0,96.0,89.0,52.0,81.0
9113,3rd,CSBS,Fail,8.0,15.0,14.0,29.0,20.0,26.0,26.0,26.0,22.0,5.0,20.0,3.0,6.0,10.0,5.0,23.0,15.0,29.0,7.0,20.0,24.0,10.0,42.0,24.0,43.0,45.0,29.0,67.0,35.0,,21.0,26.0,10.0,20.0,16.0,48.0,70.0
9114,3rd,CSEAI,Fail,0.0,8.0,0.0,7.0,6.0,0.0,23.0,6.0,25.0,18.0,16.0,20.0,26.0,22.0,14.0,27.0,6.0,14.0,11.0,18.0,40.0,32.0,45.0,8.0,25.0,50.0,31.0,6.0,41.0,91.0,49.0,30.0,6.0,54.0,33.0,0.0,75.0
9115,3rd,CSEIOTCSBT,Pass,2.0,20.0,20.0,3.0,16.0,6.0,27.0,1.0,15.0,24.0,8.0,11.0,46.0,7.0,11.0,19.0,,30.0,16.0,13.0,12.0,13.0,19.0,43.0,45.0,38.0,3.0,81.0,95.0,68.0,42.0,46.0,5.0,0.0,56.0,39.0,100.0
9116,3rd,CSE(AIML),Pass,1.0,12.0,28.0,18.0,10.0,1.0,16.0,9.0,13.0,28.0,28.0,26.0,16.0,5.0,24.0,14.0,22.0,15.0,28.0,15.0,20.0,16.0,37.0,20.0,50.0,43.0,37.0,88.0,12.0,33.0,17.0,8.0,79.0,68.0,81.0,92.0,98.0
9117,3rd,CSE,Pass,8.0,20.0,24.0,8.0,23.0,17.0,21.0,27.0,12.0,19.0,27.0,13.0,17.0,19.0,26.0,10.0,19.0,2.0,7.0,29.0,16.0,27.0,40.0,27.0,31.0,36.0,36.0,28.0,73.0,52.0,87.0,29.0,57.0,38.0,85.0,69.0,0.0
9118,3rd,CSEIOTCSBT,Fail,16.0,27.0,1.0,9.0,21.0,15.0,27.0,28.0,19.0,27.0,29.0,10.0,15.0,14.0,0.0,3.0,3.0,15.0,4.0,5.0,7.0,0.0,41.0,30.0,22.0,34.0,47.0,34.0,40.0,27.0,13.0,96.0,58.0,,12.0,70.0,48.0
9119,3rd,CSBS,Pass,2.0,7.0,1.0,6.0,7.0,24.0,13.0,23.0,27.0,1.0,10.0,4.0,1.0,16.0,2.0,9.0,,3.0,24.0,18.0,0.0,15.0,28.0,29.0,8.0,50.0,27.0,94.0,53.0,21.0,91.0,93.0,23.0,85.0,87.0,61.0,60.0
9120,3rd,CSBS,Pass,28.0,12.0,10.0,5.0,59.0,16.0,25.0,6.0,30.0,12.0,7.0,29.0,3.0,1.0,30.0,26.0,12.0,3.0,16.0,0.0,30.0,1.0,40.0,20.0,31.0,11.0,28.0,83.0,56.0,28.0,95.0,5.0,52.0,72.0,81.0,33.0,89.0
9121,3rd,CSE,Pass,27.0,20.0,17.0,15.0,30.0,28.0,23.0,17.0,0.0,24.0,28.0,28.0,8.0,5.0,21.0,17.0,28.0,3.0,28.0,20.0,17.0,50.0,26.0,31.0,15.0,33.0,2.0,13.0,22.0,34.0,89.0,20.0,84.0,72.0,3.0,3.0,39.0
9122,3rd,CSEIOTCSBT,Fail,4.0,25.0,22.0,24.0,3.0,26.0,12.0,11.0,2.0,4.0,28.0,30.0,21.0,1.0,20.0,8.0,4.0,6.0,22.0,15.0,23.0,41.0,44.0,10.0,12.0,,41.0,73.0,5.0,4.0,18.0,70.0,50.0,65.0,17.0,77.0,45.0
9123,3rd,CSBS,Pass,19.0,18.0,14.0,17.0,14.0,28.0,30.0,6.0,15.0,10.0,3.0,5.0,9.0,30.0,0.0,23.0,8.0,21.0,21.0,28.0,16.0,50.0,33.0,1.0,44.0,4.0,28.0,32.0,78.0,40.0,100.0,41.0,11.0,35.0,55.0,70.0,73.0
9124,3rd,CSEIOT,Pass,3.0,4.0,21.0,21.0,10.0,9.0,20.0,12.0,29.0,2.0,28.0,19.0,1.0,0.0,24.0,28.0,13.0,12.0,24.0,1.0,36.0,6.0,37.0,8.0,28.0,45.0,46.0,3.0,58.0,11.0,64.0,17.0,74.0,63.0,82.0,44.0,50.0
9125,3rd,CSBS,Pass,3.0,19.0,4.0,30.0,7.0,14.0,4.0,11.0,2.0,29.0,4.0,19.0,12.0,21.0,29.0,2.0,4.0,25.0,20.0,14.0,24.0,18.0,5.0,11.0,22.0,32.0,6.0,7.0,85.0,11.0,82.0,42.0,81.0,44.0,45.0,78.0,68.0
9126,3rd,CSE,Pass,4.0,25.0,14.0,7.0,26.0,17.0,1.0,6.0,17.0,18.0,20.0,29.0,16.0,1.0,27.0,24.0,10.0,28.0,22.0,22.0,19.0,12.0,22.0,39.0,26.0,47.0,26.0,25.0,94.0,56.0,46.0,6.0,64.0,87.0,41.0,35.0,
9127,3rd,CSE,Pass,19.0,10.0,2.0,9.0,27.0,27.0,20.0,23.0,12.0,26.0,26.0,1.0,0.0,6.0,16.0,26.0,1.0,10.0,25.0,14.0,5.0,2.0,42.0,24.0,8.0,1.0,21.0,88.0,63.0,98.0,76.0,76.0,78.0,56.0,60.0,17.0,65.0
9128,3rd,CSE,Fail,29.0,0.0,4.0,11.0,8.0,12.0,22.0,11.0,30.0,2.0,2.0,5.0,25.0,22.0,17.0,16.0,0.0,30.0,6.0,8.0,50.0,23.0,41.0,,25.0,9.0,31.0,84.0,19.0,34.0,50.0,6.0,29.0,42.0,83.0,51.0,36.0
9129,3rd,CSEAI,Pass,19.0,27.0,29.0,25.0,20.0,7.0,7.0,15.0,4.0,15.0,47.0,17.0,24.0,17.0,10.0,11.0,18.0,29.0,6.0,28.0,23.0,6.0,3.0,6.0,,24.0,43.0,5.0,80.0,37.0,87.0,69.0,60.0,81.0,65.0,43.0,12.0
9130,3rd,CSEIOTCSBT,Pass,11.0,59.0,20.0,17.0,20.0,0.0,28.0,14.0,28.0,8.0,5.0,18.0,12.0,24.0,19.0,2.0,17.0,18.0,30.0,26.0,38.0,19.0,48.0,43.0,25.0,22.0,48.0,30.0,20.0,89.0,34.0,1.0,2.0,83.0,94.0,28.0,36.0
9131,3rd,CSE,Pass,23.0,14.0,16.0,9.0,7.0,29.0,20.0,27.0,7.0,14.0,21.0,17.0,20.0,5.0,5.0,23.0,30.0,13.0,6.0,1.0,25.0,46.0,29.0,1.0,37.0,31.0,17.0,59.0,86.0,25.0,64.0,13.0,56.0,28.0,42.0,31.0,90.0
9132,3rd,CSE(AIML),Pass,24.0,7.0,5.0,26.0,11.0,11.0,19.0,12.0,26.0,15.0,11.0,9.0,3.0,9.0,12.0,30.0,26.0,13.0,19.0,22.0,23.0,21.0,47.0,10.0,26.0,10.0,38.0,7.0,89.0,77.0,90.0,79.0,77.0,94.0,3.0,1.0,39.0
9133,3rd,CSEIOTCSBT,Fail,20.0,7.0,16.0,18.0,1.0,15.0,10.0,29.0,17.0,6.0,11.0,3.0,13.0,23.0,16.0,25.0,11.0,12.0,6.0,1.0,0.0,36.0,29.0,30.0,20.0,1.0,31.0,59.0,17.0,25.0,6.0,18.0,49.0,71.0,35.0,47.0,72.0
9134,3rd,CSE(AIML),Pass,30.0,21.0,28.0,8.0,5.0,30.0,24.0,29.0,19.0,0.0,58.0,15.0,25.0,8.0,18.0,25.0,15.0,3.0,17.0,15.0,41.0,12.0,34.0,6.0,4.0,16.0,49.0,33.0,13.0,80.0,12.0,62.0,88.0,91.0,89.0,19.0,90.0
9135,3rd,CSE(AIML),Fail,18.0,26.0,10.0,1.0,21.0,25.0,12.0,25.0,16.0,23.0,13.0,23.0,6.0,13.0,29.0,14.0,16.0,8.0,26.0,15.0,0.0,34.0,9.0,9.0,4.0,13.0,2.0,35.0,,37.0,8.0,67.0,87.0,32.0,130.0,41.0,6.0
9136,3rd,CSEIOT,Pass,5.0,26.0,20.0,7.0,17.0,0.0,36.0,23.0,1.0,29.0,0.0,19.0,26.0,23.0,4.0,29.0,3.0,0.0,12.0,22.0,24.0,2.0,2.0,45.0,14.0,49.0,1.0,46.0,73.0,30.0,33.0,11.0,91.0,104.0,84.0,95.0,13.0
9137,3rd,CSE(AIML),Fail,11.0,10.0,19.0,30.0,18.0,20.0,2.0,19.0,1.0,6.0,0.0,3.0,19.0,4.0,23.0,9.0,13.0,10.0,15.0,7.0,35.0,6.0,8.0,28.0,4.0,8.0,19.0,13.0,52.0,25.0,11.0,55.0,96.0,59.0,,61.0,63.0
9138,3rd,CSBS,Pass,23.0,5.0,25.0,30.0,29.0,26.0,30.0,9.0,26.0,24.0,12.0,30.0,,23.0,19.0,30.0,8.0,17.0,10.0,27.0,48.0,32.0,4.0,40.0,,7.0,1.0,48.0,80.0,7.0,39.0,45.0,0.0,20.0,32.0,43.0,58.0
9139,3rd,CSBS,Pass,3.0,12.0,27.0,17.0,20.0,21.0,19.0,16.0,25.0,8.0,24.0,5.0,5.0,21.0,17.0,15.0,0.0,15.0,0.0,11.0,25.0,8.0,27.0,4.0,46.0,32.0,14.0,65.0,88.0,,91.0,92.0,41.0,76.0,89.0,88.0,14.0
9140,3rd,CSEAI,Fail,3.0,18.0,0.0,7.0,30.0,5.0,8.0,21.0,14.0,12.0,12.0,6.0,12.0,4.0,26.0,20.0,21.0,19.0,15.0,11.0,18.0,13.0,2.0,49.0,48.0,13.0,21.0,25.0,47.0,69.0,48.0,47.0,44.0,26.0,,29.0,26.0
9141,3rd,CSE(AIML),Fail,,24.0,20.0,15.0,13.0,3.0,6.0,7.0,19.0,2.0,11.0,23.0,22.0,15.0,30.0,18.0,20.0,5.0,7.0,7.0,32.0,6.0,5.0,28.0,48.0,8.0,8.0,93.0,2.0,14.0,59.0,52.0,87.0,35.0,,51.0,46.0
9142,3rd,CSE(AIML),Pass,29.0,6.0,5.0,25.0,18.0,15.0,8.0,23.0,20.0,9.0,22.0,57.0,10.0,21.0,44.0,1.0,5.0,0.0,3.0,11.0,38.0,38.0,22.0,12.0,35.0,43.0,9.0,12.0,63.0,62.0,71.0,35.0,90.0,90.0,84.0,1.0,30.0
9143,3rd,CSEAI,Pass,8.0,3.0,18.0,10.0,2.0,1.0,23.0,4.0,12.0,24.0,10.0,16.0,6.0,2.0,30.0,0.0,2.0,20.0,16.0,15.0,22.0,,42.0,12.0,5.0,22.0,48.0,80.0,48.0,26.0,88.0,6.0,84.0,67.0,29.0,4.0,100.0
9144,3rd,CSE,Pass,30.0,1.0,7.0,21.0,9.0,19.0,1.0,29.0,20.0,9.0,4.0,9.0,24.0,17.0,13.0,13.0,10.0,25.0,4.0,9.0,9.0,49.0,1.0,9.0,0.0,48.0,39.0,47.0,32.0,95.0,67.0,51.0,37.0,40.0,79.0,77.0,96.0
9145,3rd,CSBS,Pass,4.0,0.0,1.0,26.0,21.0,23.0,0.0,26.0,28.0,15.0,21.0,0.0,8.0,23.0,1.0,20.0,2.0,21.0,26.0,0.0,34.0,69.0,14.0,19.0,49.0,11.0,15.0,77.0,25.0,95.0,54.0,45.0,92.0,8.0,80.0,14.0,0.0
9146,3rd,CSE,Fail,25.0,18.0,25.0,1.0,2.0,13.0,27.0,22.0,8.0,3.0,7.0,2.0,9.0,18.0,9.0,24.0,11.0,17.0,28.0,15.0,24.0,42.0,26.0,1.0,24.0,35.0,2.0,20.0,48.0,71.0,56.0,61.0,,16.0,79.0,22.0,35.0
9147,3rd,CSEIOTCSBT,Pass,15.0,9.0,22.0,22.0,17.0,27.0,9.0,18.0,28.0,18.0,11.0,21.0,4.0,43.0,6.0,10.0,20.0,18.0,16.0,6.0,40.0,7.0,22.0,36.0,18.0,35.0,0.0,53.0,13.0,11.0,100.0,57.0,45.0,57.0,92.0,72.0,97.0
9148,3rd,CSEIOT,Pass,2.0,20.0,8.0,15.0,12.0,17.0,20.0,0.0,23.0,10.0,12.0,,2.0,18.0,20.0,16.0,28.0,16.0,27.0,13.0,46.0,30.0,44.0,26.0,27.0,50.0,2.0,5.0,48.0,44.0,37.0,80.0,58.0,98.0,19.0,55.0,60.0
9149,3rd,CSE(AIML),Pass,6.0,3.0,7.0,25.0,3.0,15.0,27.0,0.0,2.0,4.0,8.0,27.0,5.0,30.0,28.0,22.0,5.0,26.0,20.0,13.0,13.0,42.0,6.0,30.0,41.0,26.0,19.0,9.0,60.0,30.0,51.0,76.0,100.0,60.0,93.0,46.0,20.0
9150,3rd,CSEIOT,Pass,28.0,6.0,5.0,22.0,5.0,13.0,1.0,10.0,29.0,25.0,1.0,18.0,29.0,17.0,10.0,17.0,28.0,27.0,27.0,24.0,18.0,41.0,0.0,24.0,5.0,6.0,45.0,73.0,71.0,78.0,82.0,95.0,79.0,51.0,29.0,40.0,36.0
9151,3rd,CSEIOTCSBT,Pass,17.0,30.0,30.0,10.0,19.0,25.0,30.0,17.0,16.0,2.0,5.0,1.0,25.0,11.0,26.0,6.0,13.0,2.0,10.0,23.0,37.0,7.0,8.0,39.0,47.0,22.0,30.0,61.0,44.0,64.0,61.0,9.0,61.0,59.0,86.0,62.0,73.0
9152,3rd,CSEIOTCSBT,Fail,13.0,13.0,19.0,12.0,30.0,13.0,41.0,3.0,0.0,6.0,3.0,6.0,20.0,9.0,2.0,26.0,26.0,9.0,11.0,1.0,44.0,5.0,12.0,40.0,10.0,48.0,37.0,2.0,46.0,16.0,12.0,29.0,35.0,39.0,67.0,11.0,37.0
9153,3rd,CSEIOTCSBT,Pass,20.0,8.0,8.0,13.0,24.0,10.0,22.0,16.0,28.0,21.0,8.0,20.0,12.0,14.0,20.0,3.0,2.0,6.0,24.0,20.0,23.0,36.0,44.0,40.0,10.0,30.0,20.0,73.0,25.0,48.0,40.0,24.0,0.0,1.0,94.0,87.0,18.0
9154,3rd,CSE(AIML),Pass,23.0,19.0,26.0,9.0,13.0,27.0,23.0,14.0,8.0,10.0,21.0,30.0,24.0,24.0,24.0,12.0,9.0,23.0,24.0,7.0,22.0,40.0,0.0,44.0,27.0,22.0,44.0,9.0,82.0,13.0,55.0,63.0,38.0,115.0,13.0,50.0,77.0
9155,3rd,CSEAI,Fail,15.0,14.0,6.0,19.0,7.0,14.0,9.0,30.0,1.0,20.0,27.0,23.0,11.0,6.0,6.0,0.0,9.0,5.0,21.0,30.0,0.0,35.0,24.0,5.0,33.0,4.0,24.0,7.0,4.0,80.0,9.0,85.0,13.0,13.0,56.0,48.0,26.0
9156,3rd,CSEAI,Pass,7.0,7.0,24.0,24.0,11.0,18.0,17.0,30.0,21.0,10.0,38.0,10.0,25.0,0.0,18.0,30.0,28.0,12.0,28.0,2.0,19.0,28.0,14.0,,40.0,0.0,46.0,33.0,24.0,66.0,92.0,44.0,44.0,96.0,40.0,25.0,65.0
9157,3rd,CSE,Pass,9.0,3.0,0.0,0.0,1.0,5.0,14.0,13.0,25.0,6.0,28.0,11.0,11.0,7.0,4.0,22.0,10.0,16.0,2.0,7.0,8.0,6.0,33.0,23.0,34.0,21.0,23.0,22.0,58.0,99.0,88.0,61.0,11.0,65.0,99.0,99.0,73.0
9158,3rd,CSBS,Fail,30.0,3.0,16.0,20.0,30.0,13.0,28.0,8.0,23.0,30.0,17.0,0.0,2.0,25.0,10.0,8.0,9.0,4.0,2.0,11.0,18.0,3.0,5.0,37.0,3.0,23.0,4.0,35.0,94.0,78.0,61.0,49.0,13.0,47.0,22.0,23.0,53.0
9159,3rd,CSEIOTCSBT,Pass,30.0,10.0,20.0,6.0,3.0,24.0,8.0,30.0,25.0,16.0,26.0,16.0,19.0,26.0,21.0,9.0,4.0,2.0,25.0,8.0,41.0,39.0,39.0,12.0,26.0,30.0,36.0,50.0,30.0,23.0,51.0,100.0,65.0,71.0,14.0,87.0,72.0
9160,3rd,CSEIOT,Pass,26.0,15.0,7.0,19.0,29.0,2.0,19.0,12.0,15.0,13.0,28.0,17.0,14.0,16.0,28.0,12.0,6.0,30.0,16.0,15.0,40.0,14.0,39.0,14.0,1.0,48.0,8.0,25.0,99.0,99.0,41.0,25.0,70.0,15.0,87.0,30.0,92.0
9161,3rd,CSBS,Pass,1.0,1.0,,25.0,17.0,4.0,10.0,17.0,20.0,26.0,43.0,25.0,25.0,22.0,16.0,11.0,14.0,0.0,5.0,2.0,44.0,18.0,3.0,10.0,48.0,19.0,29.0,85.0,71.0,91.0,20.0,76.0,83.0,93.0,72.0,42.0,71.0
9162,3rd,CSEIOTCSBT,Pass,28.0,15.0,11.0,20.0,3.0,3.0,23.0,17.0,6.0,4.0,3.0,12.0,14.0,11.0,6.0,13.0,25.0,11.0,,29.0,23.0,9.0,21.0,1.0,37.0,73.0,13.0,21.0,78.0,97.0,74.0,9.0,63.0,104.0,80.0,66.0,28.0
9163,3rd,CSEIOT,Pass,15.0,6.0,11.0,13.0,10.0,6.0,26.0,2.0,15.0,7.0,15.0,24.0,4.0,25.0,15.0,15.0,3.0,23.0,6.0,10.0,7.0,50.0,40.0,8.0,48.0,7.0,44.0,90.0,38.0,54.0,1.0,81.0,32.0,65.0,61.0,11.0,13.0
9164,3rd,CSE(AIML),Pass,28.0,24.0,4.0,6.0,6.0,24.0,0.0,21.0,28.0,28.0,28.0,18.0,16.0,12.0,16.0,24.0,21.0,15.0,2.0,24.0,43.0,28.0,,46.0,47.0,26.0,30.0,81.0,56.0,13.0,15.0,95.0,4.0,60.0,38.0,81.0,30.0
9165,3rd,CSEAI,Pass,8.0,17.0,13.0,27.0,16.0,24.0,14.0,18.0,16.0,12.0,21.0,7.0,19.0,13.0,21.0,4.0,3.0,3.0,0.0,25.0,23.0,28.0,4.0,44.0,35.0,21.0,4.0,46.0,98.0,67.0,71.0,88.0,87.0,12.0,78.0,11.0,38.0
9166,3rd,CSEIOT,Fail,28.0,0.0,3.0,16.0,29.0,30.0,8.0,12.0,13.0,19.0,11.0,13.0,3.0,28.0,6.0,6.0,15.0,24.0,4.0,13.0,18.0,35.0,34.0,29.0,29.0,27.0,4.0,45.0,3.0,53.0,51.0,35.0,55.0,30.0,78.0,71.0,11.0
9167,3rd,CSEIOTCSBT,Fail,16.0,23.0,9.0,6.0,16.0,21.0,2.0,4.0,21.0,30.0,23.0,28.0,13.0,25.0,1.0,21.0,4.0,6.0,7.0,23.0,46.0,11.0,33.0,33.0,7.0,21.0,23.0,18.0,62.0,16.0,55.0,41.0,12.0,73.0,11.0,64.0,42.0
9168,3rd,CSE,Pass,0.0,5.0,27.0,20.0,12.0,23.0,30.0,25.0,1.0,14.0,22.0,9.0,16.0,18.0,3.0,19.0,27.0,3.0,16.0,30.0,19.0,46.0,3.0,10.0,18.0,16.0,50.0,41.0,14.0,81.0,42.0,63.0,83.0,82.0,25.0,48.0,38.0
9169,3rd,CSBS,Pass,14.0,14.0,8.0,1.0,11.0,21.0,4.0,23.0,24.0,23.0,25.0,20.0,10.0,13.0,27.0,26.0,11.0,30.0,15.0,25.0,2.0,36.0,35.0,1.0,38.0,50.0,31.0,23.0,89.0,9.0,0.0,101.0,19.0,70.0,78.0,53.0,57.0
9170,3rd,CSEAI,Pass,19.0,19.0,1.0,15.0,0.0,4.0,0.0,28.0,11.0,23.0,28.0,29.0,19.0,26.0,12.0,9.0,18.0,9.0,12.0,25.0,12.0,50.0,30.0,14.0,39.0,7.0,37.0,53.0,43.0,50.0,24.0,51.0,16.0,50.0,93.0,16.0,4.0
9171,3rd,CSE,Pass,10.0,30.0,7.0,12.0,2.0,23.0,18.0,25.0,11.0,20.0,17.0,12.0,15.0,4.0,4.0,26.0,25.0,28.0,17.0,7.0,4.0,50.0,2.0,35.0,41.0,42.0,6.0,83.0,25.0,15.0,100.0,37.0,44.0,86.0,9.0,86.0,2.0
9172,3rd,CSEIOT,Fail,27.0,9.0,14.0,3.0,15.0,3.0,13.0,10.0,18.0,4.0,20.0,14.0,1.0,0.0,20.0,25.0,18.0,22.0,23.0,27.0,14.0,8.0,32.0,5.0,19.0,45.0,17.0,5.0,18.0,22.0,59.0,65.0,32.0,22.0,57.0,58.0,71.0
9173,3rd,CSEIOT,Pass,18.0,25.0,5.0,19.0,26.0,1.0,11.0,0.0,22.0,9.0,26.0,3.0,28.0,24.0,0.0,0.0,1.0,1.0,30.0,1.0,3.0,5.0,9.0,3.0,28.0,18.0,29.0,90.0,67.0,89.0,77.0,88.0,13.0,17.0,68.0,94.0,66.0
9174,3rd,CSEAI,Fail,1.0,27.0,25.0,23.0,29.0,2.0,7.0,23.0,16.0,4.0,12.0,12.0,27.0,13.0,28.0,5.0,9.0,14.0,20.0,19.0,21.0,3.0,33.0,4.0,44.0,1.0,10.0,5.0,29.0,4.0,95.0,57.0,89.0,5.0,96.0,9.0,16.0
9175,3rd,CSE,Pass,5.0,17.0,2.0,15.0,1.0,23.0,1.0,20.0,24.0,17.0,26.0,28.0,4.0,17.0,6.0,4.0,4.0,7.0,20.0,18.0,8.0,27.0,50.0,24.0,35.0,20.0,24.0,41.0,3.0,79.0,86.0,18.0,49.0,99.0,43.0,51.0,41.0
9176,3rd,CSEAI,Pass,6.0,1.0,6.0,28.0,28.0,10.0,18.0,7.0,26.0,2.0,0.0,22.0,18.0,17.0,3.0,20.0,19.0,24.0,6.0,,41.0,40.0,36.0,33.0,25.0,34.0,49.0,9.0,53.0,40.0,60.0,44.0,20.0,8.0,50.0,79.0,60.0
9177,3rd,CSBS,Pass,24.0,30.0,27.0,20.0,0.0,26.0,4.0,18.0,13.0,24.0,24.0,1.0,17.0,12.0,18.0,7.0,20.0,0.0,23.0,9.0,35.0,25.0,43.0,24.0,26.0,23.0,22.0,0.0,13.0,30.0,58.0,79.0,65.0,90.0,96.0,87.0,94.0
9178,3rd,CSE,Pass,7.0,24.0,3.0,23.0,5.0,28.0,5.0,20.0,14.0,7.0,8.0,5.0,13.0,13.0,4.0,18.0,9.0,19.0,12.0,19.0,50.0,38.0,8.0,10.0,50.0,16.0,8.0,83.0,71.0,56.0,60.0,25.0,9.0,3.0,71.0,77.0,33.0
9179,3rd,CSEIOTCSBT,Fail,14.0,14.0,14.0,11.0,29.0,27.0,28.0,1.0,21.0,5.0,11.0,13.0,20.0,2.0,15.0,17.0,6.0,22.0,9.0,3.0,11.0,15.0,40.0,18.0,42.0,26.0,50.0,82.0,67.0,31.0,19.0,4.0,0.0,46.0,28.0,95.0,34.0
